专业频道,#genre#
吉县电视,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
朔州综合,https://live1.shuozhounews.cn/xwzh/sd/live.m3u8
朔州生活,https://live1.shuozhounews.cn/shyl/sd/live.m3u8
晋中综合,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
潞城综合,http://59.48.42.6:62204/lucheng.m3u8
襄垣新闻,http://video.xyxrmt.com/lsdream/2MAgsgb/1000/live.m3u8
长子综合,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8
龙岩综合,http://stream.lytv.net.cn/2/sd/live.m3u8
三明新闻,https://stream.smntv.cn/smtv1/playlist.m3u8
建宁综合,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8
漳州一套,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8
石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8
耒阳电视,https://liveplay-srs.voc.com.cn/hls/tv/27_e9e1e5.m3u8
长沙县台,https://liveplay-srs.voc.com.cn/hls/tv/203_10cdf5.m3u8
城步电视,https://liveplay-srs.voc.com.cn/hls/tv/169_b4d7a4.m3u8
龙山综合,https://liveplay-srs.voc.com.cn/hls/tv/146_f067fe.m3u8
浏阳新闻,https://liveplay-srs.voc.com.cn/hls/tv/184_e3af1a.m3u8
蓝山综合,https://liveplay-srs.voc.com.cn/hls/tv/26_370917.m3u8
南昌新闻,http://live.cooltv.top/tv/nctv.php?id=1
南昌都市,http://live.cooltv.top/tv/nctv.php?id=2
九江新闻,https://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_jiujiang1.m3u8?t=1697613923&token=5edf2ac0e5ac5873e1a6bc5bc3f8738a
上饶新闻,https://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao1.m3u8?t=1697613686&token=ba7279d0daf56da62dfa782c56e8373a
赣州新闻,http://wb.jxgztv.com/live/gztv1.flv
贵溪综合,http://guixibc.jxshiju.com/live/guixi.m3u8
庐山电视,http://live03.jxtvcn.com.cn/live-jxtvcn/ganyun_lushan.m3u8
钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
温州新闻,http://live.wzqmt.com/wztv1/sd/live.m3u8
义乌新闻,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
江山新闻,http://play-sh.quklive.com/live/1623117710666335.m3u8
海宁新闻,http://live.hndachao.cn/xwzh/sd/live.m3u8
绍兴新闻,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
普陀综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
永嘉新闻,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
嵊州新闻,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
余杭新闻,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
文成综合,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
上虞新闻,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
开化新闻,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
南京新闻,http://[2409:8087:2001:20:2800:0:df6e:eb14]/wh7f454c46tw3127461495_-1929938189/ott.mobaibox.com/PLTV/3/224/3221227213/index.m3u8?icpid=3&RTS=1663229212&from=40&popid=40&hms_devid=2115&prioritypopid=40&vqe=3
南京娱乐,http://[2409:8087:2001:20:2800:0:df6e:eb10]/wh7f454c46tw3055198838_-954191684/ott.mobaibox.com/PLTV/3/224/3221227722/index.m3u8?icpid=3&RTS=1663229140&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3
苏州新闻,https://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
苏州频道,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
徐州新闻,http://[2409:8087:2001:20:2800:0:df6e:eb14]/wh7f454c46tw449482893_-1418519228/ott.mobaibox.com/PLTV/3/224/3221225945/index.m3u8?icpid=3&RTS=1663016081&from=40&popid=40&hms_devid=2115&prioritypopid=40&vqe=3
张家港台,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
南通教育,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw1356203236_1007889310/ott.mobaibox.com/PLTV/4/224/3221228448/index.m3u8?icpid=4&RTS=1664455802&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
无锡新闻,http://[2409:8087:2001:20:2800:0:df6e:eb15]/wh7f454c46tw3152427644_1112931372/ott.mobaibox.com/PLTV/3/224/3221228103/index.m3u8?icpid=3&RTS=1663233532&from=40&popid=40&hms_devid=2115&prioritypopid=40&vqe=3
镇江新闻,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3949322656_1360725434/ott.mobaibox.com/PLTV/4/224/3221228246/index.m3u8?icpid=4&RTS=1663234329&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
常州新闻,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw3810615020_450111224/ott.mobaibox.com/PLTV/3/224/3221227899/index.m3u8?icpid=3&RTS=1663019442&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
邳州综合,http://[2409:8087:2001:20:2800:0:df6e:eb08]/wh7f454c46tw2533804280_-725162855/ott.mobaibox.com/PLTV/3/224/3221227576/index.m3u8?icpid=3&RTS=1663254388&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
泰州综合,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw2988629058_378021149/ott.mobaibox.com/PLTV/3/224/3221228209/index.m3u8?icpid=3&RTS=1663018620&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
盐城新闻,http://[2409:8087:2001:20:2800:0:df6e:eb25]/wh7f454c46tw1245367087_-983708624/ott.mobaibox.com/PLTV/4/224/3221228435/index.m3u8?icpid=4&RTS=1664455691&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
淮安综合,http://[2409:8087:2001:20:2800:0:df6e:eb11]/wh7f454c46tw1933892795_-1561469258/ott.mobaibox.com/PLTV/4/224/3221228215/index.m3u8?icpid=4&RTS=1663232314&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3
连云港台,http://[2409:8087:2001:20:2800:0:df6e:eb0f]/wh7f454c46tw1598526246_-2101199601/ott.mobaibox.com/PLTV/3/224/3221227758/index.m3u8?icpid=3&RTS=1663227683&from=40&popid=40&hms_devid=2111&prioritypopid=40&vqe=3
连云港台,http://live.lyg1.com/zhpd/playlist.m3u8
仪化综合,http://[2409:8087:2001:20:2800:0:df6e:eb0c]/wh7f454c46tw2007904333_996227273/ott.mobaibox.com/PLTV/3/224/3221227702/index.m3u8?icpid=3&RTS=1663228093&from=40&popid=40&hms_devid=2040&prioritypopid=40&vqe=3
沛县新闻,http://[2409:8087:2001:20:2800:0:df6e:eb0e]/wh7f454c46tw2694495294_-336953709/ott.mobaibox.com/PLTV/3/224/3221227678/index.m3u8?icpid=3&RTS=1663018326&from=40&popid=40&hms_devid=2111&prioritypopid=40&vqe=3
睢宁综合,http://[2409:8087:2001:20:2800:0:df6e:eb03]/wh7f454c46tw2711841019_318571591/ott.mobaibox.com/PLTV/3/224/3221227706/index.m3u8?icpid=3&RTS=1663228797&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
海南新闻,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000321/index.m3u8?IAS
海口新闻,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000133/index.m3u8?IAS
广东珠江,http://glive.grtn.cn/live/lizhi.m3u8
潮州综合,http://time-vod-qhlive.sobeylive.com/czbtv2019/czzhpd.m3u8
潮州民生,http://time-vod-qhlive.sobeylive.com/czbtv2019/czggpd.m3u8
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
南宁新闻,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
桂林新闻,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
柳州新闻,rtmp://live.gxxw.cn/gx/liuzhou
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
曲靖一套,http://channel.qjrb.cn/nmip-media/channellive/channel124906/playlist.m3u8
丽江新闻,https://play.live.lijiangtv.com/live/tvzh.m3u8
文山新闻,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
六盘水综合,rtmp://tv.lpsrtv.com:1935/channellive/ch1
六盘水公共,rtmp://tv.lpsrtv.com:1935/channellive/ch2
黔南一套,rtmp://tv.qntv.net/channellive/ch1
黔南二套,rtmp://tv.qntv.net/channellive/ch2
安顺新闻,http://hplayer1.juyun.tv/camera/133635181.m3u8
凤冈综合,http://live.fgxrmtzx.cn:90/live/zhpd.m3u8
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
西宁综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8
西宁生活,https://liveout.xntv.tv/a65jur/90p2i1.m3u8
都兰综合,https://livecdn.dmqhyadmin.com/hls/xjdulan.m3u8
大通电视,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
兰州新闻,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226242/1.m3u8
兰州文旅,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226597/1.m3u8
崆峒综合,http://125.74.200.110:10080/hls/001/001_live.m3u8
白银综合,http://live.bygd.cn/byzh/sd/live.m3u8
白银文教,http://live.bygd.cn/bygg/sd/live.m3u8
通渭综合,http://play.kankanlive.com/live/1661761962676984.flv
元宝山台,http://l2yx82zv.live2.danghongyun.com/live/hls/8be0890a1b0c4d7aaf80b51ea8646682/5a8988f5ecc64986a19aa9b6b3a052a6-1.m3u8
内蒙卫视,http://110.16.65.6:8888/newlive/live/hls/51/live.m3u8
内蒙农牧,http://110.16.65.6:8888/newlive/live/hls/54/live.m3u8
内蒙文娱,http://110.16.65.6:8888/newlive/live/hls/53/live.m3u8
包头新闻,http://1.180.41.54/channels/btgd/xwzh/m3u8:500k/live.m3u8
鄂尔多斯,http://live.erdszs.org.cn/lsdream/h2mxgj4/1000/live.m3u8
乌海新闻,http://live.wuhainews.org.cn/xwzh/playlist.m3u8
额济纳台,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live167081213259277.m3u8
乌市综合,http://pili-live-rtmp.xjwlmqapp2019.sobeylive.com/xjwlmqapp2019/xwzh.m3u8
新疆卫视,http://1544457001.iptv.netsxz.com:61800//tsfile/live/0110_1.m3u8
新疆综艺,http://1544457001.iptv.netsxz.com:61800//tsfile/live/1008_1.m3u8
新疆体育,http://1544457001.iptv.netsxz.com:61800//tsfile/live/1000_1.m3u8
新疆信息,http://1544457001.iptv.netsxz.com:61800//tsfile/live/1006_1.m3u8
伊犁综合,http://1544457001.iptv.netsxz.com:61800//tsfile/live/1007_1.m3u8
巴州综合,http://1544457001.iptv.netsxz.com:61800//tsfile/live/1010_1.m3u8
可克达拉,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8
塔城一套,http://218.84.35.38:3000/m3u8/live/tctv-1/index.m3u8
哈密一套,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b.flv
吉木萨尔,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8
福海综合,http://222.81.86.42:8060/hls/ch3/ch3.m3u8
兵团十二,https://liveout.btzx.com.cn/62ds9e/454mm6.m3u8
克拉玛依1,http://klmysjtzb.rcsxzx.com/hls/klmy1.m3u8
石河子新闻,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
