老家,#genre#
CCTV-8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
厦门卫视,http://vapi.91kds.cc/live1/hoge.m3u8?ip=fjxmtv&id=57&apiKey=f7b64854cd0c362f77b24a9da6ec9e85
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/1.m3u8
内蒙卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
CETV-1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
———————————————————————————————————————————————————
实景,#genre#


直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
南阳城区,https://cdn-hls-pull-tx.hntv.tv/saas_live/41eadedced464dc7b74fd6dbaa5dd4b8_transios/playlist.m3u8
厦大西门,https://live2.kxm.xmtv.cn/xmdxyj/playlist.m3u8
西安钟楼,https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
天山天池,https://gcalic.v.myalicdn.com/gc/xjtcdhsz_1/index.m3u8
浙江乌镇,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
徐州之夜,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
重庆李子坝,https://gctxyc.liveplay.myqcloud.com/gc/ylh04_1/index.m3u8
西安大雁塔,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
方城德云山,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
敦煌月牙泉,https://gctxyc.liveplay.myqcloud.com/gc/dhyyqst_1/index.m3u8
黄龙五彩池,https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8
吉林临江门,https://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8
哈市霁虹桥,https://gctxyc.liveplay.myqcloud.com/gc/hkts09_1/index.m3u8
沈阳浑河桥,https://gctxyc.liveplay.myqcloud.com/gc/ljgcdsc_1/index.m3u8
成都安顺桥,https://gcalic.v.myalicdn.com/gc/zsslsjjfsd_1/index.m3u8
长沙田汉园,https://gcalic.v.myalicdn.com/gc/zsslstpt_1/index.m3u8
福建武夷山,https://gctxyc.liveplay.myqcloud.com/gc/wysynf_1/index.m3u8
日喀则珠峰,http://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
峨眉山云海,https://gctxyc.liveplay.myqcloud.com/gc/emsarm_1/index.m3u8
云南青龙街,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
大理古道街,https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
大理樱花谷,http://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8
饶邑古城楼,https://live.pull.hebtv.com/live/mzb178.m3u8
衡水大运河,https://live.pull.hebtv.com/live/mzb186.m3u8
阜平骆驼湾,https://live.pull.hebtv.com/live/mzb131.m3u8
邯郸方特园,https://live.pull.hebtv.com/live/mzb123.m3u8
顺平王氏园,https://live.pull.hebtv.com/live/mzb292.m3u8
河间市署府,https://live.pull.hebtv.com/live/mzb285.m3u8
正定隆兴寺,https://live.pull.hebtv.com/live/mzb124.m3u8
正定荣国府,https://live.pull.hebtv.com/live/mzb268.m3u8
山海关景区,https://live.pull.hebtv.com/live/mzb147.m3u8
冉庄地道战,https://live.pull.hebtv.com/live/mzb246.m3u8
崆山白云洞,https://live.pull.hebtv.com/live/mzb151.m3u8
雄安白洋淀,https://live.pull.hebtv.com/live/mzb191.m3u8
秦皇岛海湾,https://live.pull.hebtv.com/live/mzb114.m3u8
保定太行水镇,https://live.pull.hebtv.com/live/mzb127.m3u8
——————————————————————————————————————————————————
内网,#genre#

重温经典,http://139.199.88.18/jx/cqtv.php?id=cwjdHD
CCTV-13,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000387
CCTV-1,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000231
CCTV-2,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000295
CCTV-3,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000302
CCTV-4,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000342
CCTV-5,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000304
CCTV-5+,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000230
CCTV-6,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000305
CCTV-7,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000290
CCTV-8,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000307
CCTV-9,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000294
CCTV-10,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000293
CCTV-11,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000389
CCTV-12,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000292
CCTV-14,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000291
CCTV-15,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000388
CCTV-17,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000346
CETV-1,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000363
CETV-4,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000362
重庆卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000365
河南卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000192
深圳卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000226
四川卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000377
贵州卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000340
河北卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000341
龙江卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000227
吉林卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000390
辽宁卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000260
东方卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000232
山东卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000261
北京卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000229
江苏卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000225
浙江卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000224
湖北卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000222
天津卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000223
安徽卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000296
湖南卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000228
广东卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000221
东南卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000379
海南卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000385
江西卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000378
广西卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000191
山西卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000179
陕西卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000189
云南卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000208
甘肃卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000184
青海卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000182
西藏卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000178
内蒙卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000180
新疆卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000181
宁夏卫视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000194
山东教育,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000339
重庆新闻,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000367
重庆移动,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000384
重庆时尚,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000369
重庆影视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000372
重庆科教,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000373
重庆农村,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000376
重庆少儿,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000374
CHC影迷,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000394
CHC家庭,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000393
CHC动作,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000392
第一剧场,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000410?
风云剧场,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000409?
怀旧剧场,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000401?
世界地理,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000407?
女性时尚,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000408?
风云音乐,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000399?
风云足球,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000403?
央视高网,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000402?
央视台球,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000404?
央视精品,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000406?
兵器科技,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000405?
早期教育,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000400?
求索频道,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000397
乐游频道,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000276
精彩影视,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000396
空中剧院,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000326
纪实人文,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000275
